title,year,rating,votes
Star Trek III: The Search for Spock,1984,6.7,89962
Starman,1984,7,56611
Stranger Than Paradise,1984,7.4,42928
Streets of Fire,1984,6.7,26937
Supergirl,1984,4.4,26010
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.2,32306
The Bounty,1984,7.1,34148
The Karate Kid,1984,7.3,267931
The Killing Fields,1984,7.8,63092
The Last Starfighter,1984,6.7,49240
The Natural,1984,7.4,56819
The NeverEnding Story,1984,7.3,168286
The Terminator,1984,8.1,991358
The Toxic Avenger,1984,6.2,36636
This Is Spinal Tap,1984,7.9,158918
Top Secret!,1984,7.2,80727
A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.5,85193
A Room with a View,1985,7.2,51700
A View to a Kill,1985,6.3,111014
After Hours,1985,7.6,93928
Back to the Future,1985,8.5,1430641
Better Off Dead,1985,7.1,53233
Brazil,1985,7.8,220772
Brewster's Millions,1985,6.5,46504
Cat's Eye,1985,6.3,30243
Clue,1985,7.3,120899
Cocoon,1985,6.7,72562
Come and See,1985,8.3,119684
Commando,1985,6.7,185913
Day of the Dead,1985,7.1,79022
Demons,1985,6.6,29229
Desperately Seeking Susan,1985,6.2,28490
Enemy Mine,1985,6.8,54330
Explorers,1985,6.4,25218
Fletch,1985,6.9,60904
Friday the 13th: A New Beginning,1985,4.8,48768
Fright Night,1985,7.1,87258
House,1985,6.1,32416
Ladyhawke,1985,6.9,54672
Legend,1985,6.3,78856
Lifeforce,1985,6.2,33874
Mad Max Beyond Thunderdome,1985,6.2,160931
Mask,1985,7.2,34745
National Lampoon's European Vacation,1985,6.2,75556
Out of Africa,1985,7.2,91923
Pale Rider,1985,7.3,70057
Pee-wee's Big Adventure,1985,7.1,63160
Phenomena,1985,6.7,32687
Police Academy 2: Their First Assignment,1985,5.8,62802
Police Story,1985,7.5,46627
Prizzi's Honor,1985,6.7,28380
Rambo: First Blood Part II,1985,6.5,193979
Ran,1985,8.2,149650
Re-Animator,1985,7.1,77674
Real Genius,1985,6.9,40960
Red Sonja,1985,5.1,47695
Return to Oz,1985,6.8,33526
Rocky IV,1985,6.9,242079
Runaway Train,1985,7.2,36175
Silver Bullet,1985,6.4,34997
Silverado,1985,7.2,53646
Spies Like Us,1985,6.4,55580
St. Elmo's Fire,1985,6.4,51241
Tampopo,1985,7.9,26071
Teen Wolf,1985,6.1,64859
The Black Cauldron,1985,6.3,44576
The Breakfast Club,1985,7.8,467987
The Color Purple,1985,7.7,103091
The Goonies,1985,7.7,323108
The Jewel of the Nile,1985,6.1,65672
The Purple Rose of Cairo,1985,7.6,58715
The Quiet Earth,1985,6.7,29157
The Return of the Living Dead,1985,7.3,76403
To Live and Die in L.A.,1985,7.3,46093
Weird Science,1985,6.6,104736
Witness,1985,7.3,112477
9½ Weeks,1986,5.9,46489
A Better Tomorrow,1986,7.4,28028
Aliens,1986,8.4,832666
An American Tail,1986,6.9,61074
Back to School,1986,6.7,39014
Big Trouble in Little China,1986,7.2,165050
Blue Velvet,1986,7.7,240499
Castle in the Sky,1986,8,195714
Cobra,1986,5.8,84892
Critters,1986,6.1,42241
Crocodile Dundee,1986,6.7,123180
Down by Law,1986,7.6,58182
Ferris Bueller's Day Off,1986,7.8,411530
Flight of the Navigator,1986,6.9,54774
Friday the 13th Part VI: Jason Lives,1986,6,56514
From Beyond,1986,6.6,34717
Hannah and Her Sisters,1986,7.8,80945
Heartbreak Ridge,1986,6.8,51683
Henry: Portrait of a Serial Killer,1986,7,43842
Highlander,1986,7,156752
Hoosiers,1986,7.4,56226
Howard the Duck,1986,4.8,54050
Jean de Florette,1986,8.1,29066
Labyrinth,1986,7.3,162194
Little Shop of Horrors,1986,7.1,93507
Manhunter,1986,7.2,90157
Manon of the Spring,1986,8,25461
Maximum Overdrive,1986,5.4,39364
Night of the Creeps,1986,6.7,28425
Peggy Sue Got Married,1986,6.4,43570
Platoon,1986,8.1,467205
Police Academy 3: Back in Training,1986,5.4,51445
Poltergeist II: The Other Side,1986,5.7,32469
Pretty in Pink,1986,6.7,94262
Raw Deal,1986,5.6,40541
Ruthless People,1986,6.9,32309
Short Circuit,1986,6.6,69930
Sid and Nancy,1986,7,36597
Stand by Me,1986,8.1,479989
Star Trek IV: The Voyage Home,1986,7.3,95843
The Color of Money,1986,7,99917
The Fly,1986,7.6,221401
The Golden Child,1986,6,62933
The Great Mouse Detective,1986,7.1,58205
The Hitcher,1986,7.2,58024
The Karate Kid Part II,1986,6.2,108199
The Mission,1986,7.4,70195
The Money Pit,1986,6.4,66307
The Mosquito Coast,1986,6.6,33130
The Name of the Rose,1986,7.7,125698
The Sacrifice,1986,7.9,34437
The Texas Chainsaw Massacre 2,1986,5.6,42926
The Transformers: The Movie,1986,7.2,44294
Three Amigos!,1986,6.5,91128
Top Gun,1986,7,543940
*batteries not included,1987,6.6,39899
A Nightmare on Elm Street 3: Dream Warriors,1987,6.7,98812
Adventures in Babysitting,1987,6.9,53358
Angel Heart,1987,7.2,102676
Au Revoir Les Enfants,1987,8,38180
Bad Taste,1987,6.5,51032
Beverly Hills Cop II,1987,6.6,146799
Blind Date,1987,6,25677
Broadcast News,1987,7.3,36382
Can't Buy Me Love,1987,6.8,45348
Creepshow 2,1987,6.1,30510
Dirty Dancing,1987,7.1,276766
Dragnet,1987,6,39604
Empire of the Sun,1987,7.7,141409
Evil Dead II,1987,7.7,194246
Fatal Attraction,1987,6.9,109708
Full Metal Jacket,1987,8.2,842050
"Good Morning, Vietnam",1987,7.3,163784
Hamburger Hill,1987,6.7,29676
Harry and the Hendersons,1987,6.1,40202
Hellraiser,1987,6.9,152230
House of Games,1987,7.2,25478
Innerspace,1987,6.8,69033
Jaws: The Revenge,1987,3.1,53152
La Bamba,1987,7,38956
Lethal Weapon,1987,7.6,293146
Mannequin,1987,6,39175
Masters of the Universe,1987,5.4,47598
Maurice,1987,7.6,26525
Moonstruck,1987,7.2,77639
Nayakan,1987,8.6,27549
Near Dark,1987,6.9,49063
No Way Out,1987,7.1,54249
Over the Top,1987,5.8,64454
Overboard,1987,6.9,74541
"Planes, Trains & Automobiles",1987,7.6,178851
Police Academy 4: Citizens on Patrol,1987,5,48268
Predator,1987,7.8,493962
Prince of Darkness,1987,6.7,54849
Radio Days,1987,7.4,38543
Raising Arizona,1987,7.3,159182
RoboCop,1987,7.6,304910
Roxanne,1987,6.6,49708
Some Kind of Wonderful,1987,7,37188
Spaceballs,1987,7.1,223794
Stakeout,1987,6.7,30044
Superman IV: The Quest for Peace,1987,3.8,57872
The Brave Little Toaster,1987,7.2,29129
The Hidden,1987,7,25153
The Last Emperor,1987,7.7,118329
The Living Daylights,1987,6.7,112699
The Lost Boys,1987,7.2,175411
The Monster Squad,1987,6.9,38760
The Princess Bride,1987,8,480389
The Running Man,1987,6.6,187357
The Secret of My Success,1987,6.5,39101
The Untouchables,1987,7.8,350801
The Witches of Eastwick,1987,6.6,83427
Three Men and a Baby,1987,6.1,61058
Throw Momma from the Train,1987,6.3,43511
Wall Street,1987,7.3,173256
Wings of Desire,1987,7.9,82971
Withnail and I,1987,7.5,51390
A Fish Called Wanda,1988,7.5,163871
A Nightmare on Elm Street 4: The Dream Master,1988,5.6,67296
A Short Film About Love,1988,8.1,27861
Above the Law,1988,6,36730
Akira,1988,8,223004
Beaches,1988,7,30616
Beetlejuice,1988,7.4,414058
Big,1988,7.3,257242
Bloodsport,1988,6.8,101755
Bull Durham,1988,7,63482
Child's Play,1988,6.7,130126
Cinema Paradiso,1988,8.5,313786
Cocktail,1988,5.9,97308
Colors,1988,6.7,32562
Coming to America,1988,7.1,237909
Crocodile Dundee II,1988,5.7,63929
Dangerous Liaisons,1988,7.5,79297
Dead Ringers,1988,7.2,58165
Die Hard,1988,8.2,1019844
Dirty Rotten Scoundrels,1988,7.4,85145
Earth Girls Are Easy,1988,5.5,27023
Frantic,1988,6.8,61063
Friday the 13th: The New Blood,1988,5.2,46840
Funny Farm,1988,6.2,26495
Gorillas in the Mist,1988,7,30981
Grave of the Fireflies,1988,8.5,374873
Hairspray,1988,7,25017
Halloween 4: The Return of Michael Myers,1988,5.8,64002
Hellbound: Hellraiser II,1988,6.4,60250
Killer Klowns from Outer Space,1988,6.2,51773
Midnight Run,1988,7.5,102543
Mississippi Burning,1988,7.8,126032
My Neighbor Totoro,1988,8.1,423845
My Stepmother Is an Alien,1988,5.4,29001
Mystic Pizza,1988,6.4,36668
Oliver & Company,1988,6.6,56429
Police Academy 5: Assignment: Miami Beach,1988,4.6,40415
Pumpkinhead,1988,6.2,30962
Rain Man,1988,8,578202
Rambo III,1988,5.8,148109
Red Heat,1988,6.1,80711
Scrooged,1988,6.9,128261
Short Circuit 2,1988,5.8,28078
Tequila Sunrise,1988,6.1,35791
The Accused,1988,7.1,42651
The Adventures of Baron Munchausen,1988,7.1,59516
The Big Blue,1988,7.5,58191
The Blob,1988,6.7,48568
The Dead Pool,1988,6.3,51930
The Great Outdoors,1988,6.6,56452
The Land Before Time,1988,7.4,105961
The Last Temptation of Christ,1988,7.5,67217
The Naked Gun: From the Files of Police Squad!,1988,7.6,218377
The Serpent and the Rainbow,1988,6.4,29386
The Thin Blue Line,1988,7.9,27417
The Unbearable Lightness of Being,1988,7.2,40408
The Vanishing,1988,7.6,53695
They Live,1988,7.2,161269
Time of the Gypsies,1988,8.1,34224
Twins,1988,6.2,145968
Who Framed Roger Rabbit,1988,7.7,231217
Willow,1988,7.2,138157
Women on the Verge of a Nervous Breakdown,1988,7.5,50014
Working Girl,1988,6.8,67087
Young Guns,1988,6.8,72953
A Nightmare on Elm Street: The Dream Child,1989,5,55342
All Dogs Go to Heaven,1989,6.8,50098
Always,1989,6.4,34955
Back to the Future Part II,1989,7.8,614245
Batman,1989,7.5,428409
Bill & Ted's Excellent Adventure,1989,6.9,148253
Black Rain,1989,6.6,63567
Born on the Fourth of July,1989,7.2,123442
Casualties of War,1989,7.1,51215
Crimes and Misdemeanors,1989,7.8,62865
Cyborg,1989,5.1,36600
Dead Calm,1989,6.8,47317
Dead Poets Society,1989,8.1,632591
Do the Right Thing,1989,7.9,122415
Driving Miss Daisy,1989,7.3,123218
Drugstore Cowboy,1989,7.2,43587
Field of Dreams,1989,7.5,137380
Friday the 13th Part VIII: Jason Takes Manhattan,1989,4.5,47573
Ghostbusters II,1989,6.6,237862
Glory,1989,7.8,152215
Halloween 5: The Revenge of Michael Myers,1989,4.9,51508
Harlem Nights,1989,6.1,26707
Heathers,1989,7.1,125624
Henry V,1989,7.5,33096
"Honey, I Shrunk the Kids",1989,6.4,175507
Indiana Jones and the Last Crusade,1989,8.2,856126
K-9,1989,6.1,37393
Kickboxer,1989,6.4,65661
Kiki's Delivery Service,1989,7.8,184592
Lethal Weapon 2,1989,7.3,199572
Leviathan,1989,5.8,26470
Licence to Kill,1989,6.7,118592
Lock Up,1989,6.4,49213
Look Who's Talking,1989,6,90364
Major League,1989,7.2,82145
My Left Foot,1989,7.8,84379
Mystery Train,1989,7.5,32721
National Lampoon's Christmas Vacation,1989,7.5,245863
Parenthood,1989,7.1,58230
Pet Sematary,1989,6.5,122830
Police Academy 6: City Under Siege,1989,4.4,34817
Road House,1989,6.7,110216
Roger & Me,1989,7.5,28145
Santa Sangre,1989,7.5,25336
Say Anything,1989,7.3,101060
Sea of Love,1989,6.8,48034
"See No Evil, Hear No Evil",1989,6.8,62926
"Sex, Lies, and Videotape",1989,7.2,63747
Star Trek V: The Final Frontier,1989,5.5,67294
Steel Magnolias,1989,7.3,68000
Tango & Cash,1989,6.4,119830
Tetsuo: The Iron Man,1989,6.9,28628
The 'Burbs,1989,6.8,89718
The Abyss,1989,7.5,207011
"The Cook, the Thief, His Wife & Her Lover",1989,7.5,44506
The Fabulous Baker Boys,1989,6.9,27414
The Fly II,1989,5.2,26167
The Karate Kid Part III,1989,5.4,76414
The Killer,1989,7.7,54407
The Little Mermaid,1989,7.6,308748
The Punisher,1989,5.6,28072
The War of the Roses,1989,6.9,62167
Tie Me Up! Tie Me Down!,1989,7,34213
Turner & Hooch,1989,6.2,80201
UHF,1989,6.9,33879
Uncle Buck,1989,7.1,119909
We're No Angels,1989,6.1,25987
Weekend at Bernie's,1989,6.4,67444
When Harry Met Sally...,1989,7.7,267789
Air America,1990,5.8,32173
Another 48 Hrs.,1990,5.9,47198
Arachnophobia,1990,6.5,80064
Awakenings,1990,7.8,174746
Back to the Future Part III,1990,7.5,513972
Bird on a Wire,1990,6,50428
Child's Play 2,1990,6,63501
Close-Up,1990,8.2,26283
Cry-Baby,1990,6.5,68213
Cyrano de Bergerac,1990,7.5,27310
Dances with Wolves,1990,8,306951
Darkman,1990,6.4,73969
Days of Being Wild,1990,7.4,28063
Days of Thunder,1990,6.1,103986
Dick Tracy,1990,6.2,69373
Die Hard 2,1990,7.2,404529
Dreams,1990,7.7,32074
DuckTales the Movie: Treasure of the Lost Lamp,1990,6.8,30130
Edward Scissorhands,1990,7.8,559958
Flatliners,1990,6.6,97984
Ghost,1990,7.1,253560
Goodfellas,1990,8.7,1371221
Green Card,1990,6.3,27190
Gremlins 2: The New Batch,1990,6.5,119678
Hard to Kill,1990,5.8,34226
Home Alone,1990,7.8,733117
Jacob's Ladder,1990,7.4,127355
Joe Versus the Volcano,1990,5.9,41724
Kindergarten Cop,1990,6.3,173621
King of New York,1990,6.9,47352
La Femme Nikita,1990,7.2,80857
Lionheart,1990,6.2,42627
Look Who's Talking Too,1990,4.7,50728
Lord of the Flies,1990,6.4,36090
Marked for Death,1990,5.9,26014
Memphis Belle,1990,6.9,31868
Men at Work,1990,5.9,29048
Mermaids,1990,6.7,39912
Miller's Crossing,1990,7.7,148391
Misery,1990,7.8,261210
Night of the Living Dead,1990,6.8,48656
Nightbreed,1990,6.5,28637
Predator 2,1990,6.3,199172
Presumed Innocent,1990,6.9,51950
Pretty Woman,1990,7.1,398732
Problem Child,1990,5.5,35136
Pump Up the Volume,1990,7.2,33173
Quigley Down Under,1990,6.9,26994
RoboCop 2,1990,5.8,98944
Rocky V,1990,5.4,159774
Rosencrantz & Guildenstern Are Dead,1990,7.3,25348
State of Grace,1990,7.1,28212
Teenage Mutant Ninja Turtles,1990,6.8,111368
The Bonfire of the Vanities,1990,5.6,28212
The Exorcist III,1990,6.5,42754
The Godfather Part III,1990,7.5,449937
The Grifters,1990,6.8,33009
The Hunt for Red October,1990,7.5,228615
The NeverEnding Story II: The Next Chapter,1990,5.1,28825
The Rescuers Down Under,1990,6.8,50590
The Rookie,1990,5.9,31426
The Witches,1990,6.8,58751
Three Men and a Little Lady,1990,5.5,28382
Total Recall,1990,7.5,377392
Tremors,1990,7.2,163954
Troll 2,1990,3,36211
Wild at Heart,1990,7.2,111032
Young Guns II,1990,6.5,41365
An American Tail: Fievel Goes West,1991,6.5,29941
Backdraft,1991,6.7,92711
Barton Fink,1991,7.6,134735
Beauty and the Beast,1991,8,501510
Bill & Ted's Bogus Journey,1991,6.3,84466
Boyz n the Hood,1991,7.8,166227
Bugsy,1991,6.8,32875
Cape Fear,1991,7.3,239585
Child's Play 3,1991,5.2,50627
City Slickers,1991,6.8,67108
Dead Again,1991,6.8,31711
Delicatessen,1991,7.5,93651
Doc Hollywood,1991,6.3,42387
Don't Tell Mom the Babysitter's Dead,1991,6.4,40907
Double Impact,1991,5.7,46969
Drop Dead Fred,1991,6,33471
Father of the Bride,1991,6.6,91636
Frankie and Johnny,1991,6.8,37779
Freddy's Dead: The Final Nightmare,1991,4.7,55226
Fried Green Tomatoes,1991,7.7,89853
Hearts of Darkness: A Filmmaker's Apocalypse,1991,8.1,25359
Highlander II: The Quickening,1991,4.2,50087
Hook,1991,6.8,288316
Hot Shots!,1991,6.7,123957
Hudson Hawk,1991,5.7,63890
JFK,1991,8,180243
L.A. Story,1991,6.7,35708
My Girl,1991,6.9,96274
My Own Private Idaho,1991,6.9,66240
Naked Lunch,1991,6.9,60294
New Jack City,1991,6.7,41717
Night on Earth,1991,7.7,70342
Nothing But Trouble,1991,5.2,29830
Only Yesterday,1991,7.6,41543
Oscar,1991,6.5,36362
Out for Justice,1991,6.1,27669
Point Break,1991,7.3,221423
Raise the Red Lantern,1991,8.1,37521
Regarding Henry,1991,6.7,35930
Robin Hood: Prince of Thieves,1991,6.9,220021
Sleeping with the Enemy,1991,6.3,70514
Star Trek VI: The Undiscovered Country,1991,7.2,84470
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6,63847
Terminator 2: Judgment Day,1991,8.6,1269346
The Addams Family,1991,7,199221
The Commitments,1991,7.6,42135
The Doors,1991,7.2,106177
The Double Life of Véronique,1991,7.6,56420
The Fisher King,1991,7.5,95847
The Last Boy Scout,1991,7,119255
The Naked Gun 2½: The Smell of Fear,1991,6.9,139259
The People Under the Stairs,1991,6.4,43309
The Rocketeer,1991,6.6,65136
The Silence of the Lambs,1991,8.6,1694803
Thelma & Louise,1991,7.6,190155
Toy Soldiers,1991,6.6,27147
What About Bob?,1991,7,78255
1492: Conquest of Paradise,1992,6.4,34801
A Few Good Men,1992,7.7,312706
A League of Their Own,1992,7.4,128819
A River Runs Through It,1992,7.2,70108
Aladdin,1992,8,495867
Alien³,1992,6.4,349186
Army of Darkness,1992,7.4,206443
Bad Lieutenant,1992,7,51793
Baraka,1992,8.5,42828
Basic Instinct,1992,7.1,239978
Batman Returns,1992,7.1,347464
Beethoven,1992,5.7,80643
Bitter Moon,1992,7.2,45668
Boomerang,1992,5.6,33288
Buffy the Vampire Slayer,1992,5.7,53314
Candyman,1992,6.7,108505
Chaplin,1992,7.5,65134
Cool World,1992,4.9,26565
Cronos,1992,6.7,35952
Dead Alive,1992,7.4,108938
Death Becomes Her,1992,6.7,148917
Dracula,1992,7.4,265476
El Mariachi,1992,6.8,74302
Encino Man,1992,5.9,48145
Far and Away,1992,6.6,71984
FernGully: The Last Rainforest,1992,6.6,36793
Forever Young,1992,6.4,52215
Fortress,1992,5.9,31853
Glengarry Glen Ross,1992,7.6,125465
Hard Boiled,1992,7.7,58044
Hellraiser III: Hell on Earth,1992,5.5,37666
Hero,1992,6.5,25026
Hoffa,1992,6.6,25962
Home Alone 2: Lost in New York,1992,6.9,450156
"Honey, I Blew Up the Kid",1992,4.9,49058
HouseSitter,1992,6.2,28454
Howards End,1992,7.4,38263
Husbands and Wives,1992,7.5,32729
Jo Jeeta Wohi Sikandar,1992,8.1,27457
Juice,1992,7,32820
Leprechaun,1992,4.8,33192
Lethal Weapon 3,1992,6.7,187087
Lorenzo's Oil,1992,7.3,25305
Malcolm X,1992,7.7,109593
Man Bites Dog,1992,7.4,45837
Medicine Man,1992,6,26079
Memoirs of an Invisible Man,1992,6,29009
My Cousin Vinny,1992,7.6,155585
Of Mice and Men,1992,7.4,50608
Passenger 57,1992,5.9,53153
Patriot Games,1992,6.8,127321
Pet Sematary II,1992,4.9,25055
Porco Rosso,1992,7.7,114277
Reservoir Dogs,1992,8.3,1158520
Romper Stomper,1992,6.8,43291
Scent of a Woman,1992,8,364099
School Ties,1992,6.9,29055
Single White Female,1992,6.4,45320
Singles,1992,6.8,34968
Sister Act,1992,6.5,117076
Sleepwalkers,1992,5.4,26543
Sneakers,1992,7.1,67355
Stop! Or My Mom Will Shoot,1992,4.4,46834
Strictly Ballroom,1992,7.2,30665
Supercop,1992,7,26311
The Bodyguard,1992,6.4,157692
The Crying Game,1992,7.2,62921
The Hand That Rocks the Cradle,1992,6.7,54253
The Last of the Mohicans,1992,7.6,203872
The Lawnmower Man,1992,5.4,41804
The Lover,1992,6.8,25024
The Mighty Ducks,1992,6.6,75838
The Muppet Christmas Carol,1992,7.8,81467
The Player,1992,7.5,71334
Toys,1992,5.1,34947
Twin Peaks: Fire Walk with Me,1992,7.3,117156
Under Siege,1992,6.5,101459
Unforgiven,1992,8.2,464270
Universal Soldier,1992,6.1,100934
Wayne's World,1992,7,180760
White Men Can't Jump,1992,6.8,103992
A Bronx Tale,1993,7.8,180961
A Perfect World,1993,7.5,92628
Addams Family Values,1993,6.9,122143
Alive,1993,7.1,68315
Arizona Dream,1993,7.2,47489
Baazigar,1993,7.6,31722
Batman: Mask of the Phantasm,1993,7.8,62679
Beethoven's 2nd,1993,5,31276
Benny & Joon,1993,7.1,64905
"Blood In, Blood Out",1993,7.9,37198
Carlito's Way,1993,7.9,245372
Cliffhanger,1993,6.5,147114
Coneheads,1993,5.5,61491
Cool Runnings,1993,7,120835
Darr,1993,7.6,26892
Dave,1993,6.9,59745
Dazed and Confused,1993,7.6,214102
Demolition Man,1993,6.7,206891
Dennis the Menace,1993,5.7,68648
Dragon: The Bruce Lee Story,1993,7,34698
Falling Down,1993,7.5,223263
Farewell My Concubine,1993,8.1,36411
Fearless,1993,7,25876
Fire in the Sky,1993,6.5,31087
Free Willy,1993,6.1,88281
Gettysburg,1993,7.6,33118
Groundhog Day,1993,8,731506
Grumpy Old Men,1993,7,57034
Hard Target,1993,6.2,60471
Hocus Pocus,1993,6.9,171527
Homeward Bound: The Incredible Journey,1993,7,54853
Hot Shots! Part Deux,1993,6.6,103055
In the Line of Fire,1993,7.2,121769
In the Name of the Father,1993,8.1,200930
Indecent Proposal,1993,6,85448
Jason Goes to Hell: The Final Friday,1993,4.1,40425
Jurassic Park,1993,8.2,1160209
Kalifornia,1993,6.7,61926
Last Action Hero,1993,6.5,172967
Loaded Weapon 1,1993,6.2,53765
Look Who's Talking Now,1993,4.4,32372
Malice,1993,6.5,30533
Manhattan Murder Mystery,1993,7.3,49317
Menace II Society,1993,7.5,69039
Mrs. Doubtfire,1993,7.1,311905
Much Ado About Nothing,1993,7.3,55064
Naked,1993,7.7,48136
Needful Things,1993,6.3,29955
Ninja Scroll,1993,7.8,44000
Nowhere to Run,1993,5.7,27734
Philadelphia,1993,7.7,271606
Point of No Return,1993,6.1,31757
Red Rock West,1993,7,27766
Rising Sun,1993,6.3,50014
Robin Hood: Men in Tights,1993,6.7,144532
RoboCop 3,1993,4.2,57684
Rookie of the Year,1993,6.1,33173
Rudy,1993,7.5,73502
Schindler's List,1993,9,1567831
Searching for Bobby Fischer,1993,7.3,45390
Short Cuts,1993,7.6,49561
Sister Act 2: Back in the Habit,1993,5.7,63059
Sleepless in Seattle,1993,6.8,204620
Sliver,1993,5.1,36872
Sniper,1993,6.1,26713
So I Married an Axe Murderer,1993,6.5,45314
Stalingrad,1993,7.5,39964
Striking Distance,1993,5.9,47552
Super Mario Bros.,1993,4.2,67130
Teenage Mutant Ninja Turtles III,1993,4.8,38295
The Age of Innocence,1993,7.2,73644
The Firm,1993,6.9,159549
The Fugitive,1993,7.8,342387
The Good Son,1993,6.4,48621
The House of the Spirits,1993,6.9,26325
The Man Without a Face,1993,6.7,32664
The Nightmare Before Christmas,1993,7.9,407943
The Pelican Brief,1993,6.6,102695
The Piano,1993,7.5,100316
The Remains of the Day,1993,7.8,91547
The Sandlot,1993,7.8,112948
The Secret Garden,1993,7.3,47887
The Three Musketeers,1993,6.4,63388
The Vanishing,1993,6.3,29947
The Visitors,1993,7,40549
This Boy's Life,1993,7.3,62233
Three Colors: Blue,1993,7.8,117720
Tombstone,1993,7.8,188697
True Romance,1993,7.9,258304
Wayne's World 2,1993,6.2,91556
What's Eating Gilbert Grape,1993,7.7,266972
What's Love Got to Do with It,1993,7.4,26466
Ace Ventura: Pet Detective,1994,6.9,349136
Airheads,1994,6.2,59265
Andaz Apna Apna,1994,8,57574
Angels in the Outfield,1994,6.2,37222
Baby's Day Out,1994,6.2,59841
Beverly Hills Cop III,1994,5.5,99562
Blown Away,1994,6.2,36379
Bullets Over Broadway,1994,7.4,44027
Cemetery Man,1994,7,25865
Chungking Express,1994,7.9,108631
Clear and Present Danger,1994,6.9,115184
Clerks,1994,7.7,239233
Color of Night,1994,5.2,27295
D2: The Mighty Ducks,1994,6.1,45286
Death and the Maiden,1994,7.2,28691
Disclosure,1994,6.2,57625
Don Juan DeMarco,1994,6.7,54997
Drunken Master II,1994,7.5,51244
